,number,title,link,repository,repo_name,repo_url,created_at,updated_at,pull_request,filter
65,763,"<a href=""https://github.com/alan-turing-institute/the-turing-way/pull/763"" rel=""noopener noreferrer"" target=""_blank"">[Ready for Review] REG Open Source Dash</a>",https://github.com/alan-turing-institute/the-turing-way/pull/763,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2019-11-27T13:58:15Z,2021-10-26T10:46:27Z,True,created
66,820,"<a href=""https://github.com/alan-turing-institute/the-turing-way/pull/820"" rel=""noopener noreferrer"" target=""_blank"">Turing joins the Binder Federation post - Jupyter blog version</a>",https://github.com/alan-turing-institute/the-turing-way/pull/820,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2020-02-07T11:58:00Z,2021-10-26T10:46:27Z,True,created
67,1008,"<a href=""https://github.com/alan-turing-institute/the-turing-way/pull/1008"" rel=""noopener noreferrer"" target=""_blank"">[WIP] 1005/chapter/remote events</a>",https://github.com/alan-turing-institute/the-turing-way/pull/1008,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2020-04-02T13:43:07Z,2021-10-26T10:46:27Z,True,created
68,1187,"<a href=""https://github.com/jupyterhub/binderhub/pull/1187"" rel=""noopener noreferrer"" target=""_blank"">Update UI so interface options are more discoverable</a>",https://github.com/jupyterhub/binderhub/pull/1187,"<a href=""https://github.com/jupyterhub/binderhub"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/binderhub</a>",jupyterhub/binderhub,https://github.com/jupyterhub/binderhub,2020-10-30T17:08:46Z,2021-10-10T10:35:49Z,True,created
69,803,"<a href=""https://github.com/jupyterhub/binderhub/issues/803"" rel=""noopener noreferrer"" target=""_blank"">Docs Improvement | Set up BinderHub</a>",https://github.com/jupyterhub/binderhub/issues/803,"<a href=""https://github.com/jupyterhub/binderhub"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/binderhub</a>",jupyterhub/binderhub,https://github.com/jupyterhub/binderhub,2019-03-08T15:45:50Z,2021-09-21T13:36:13Z,False,created
70,293,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/293"" rel=""noopener noreferrer"" target=""_blank"">Manage secret encryption using sops</a>",https://github.com/alan-turing-institute/hub23-deploy/issues/293,"<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>",alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2020-10-20T21:12:05Z,2021-08-19T14:11:20Z,False,created
71,41,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/41"" rel=""noopener noreferrer"" target=""_blank"">Dependencies to add to Hub23 Helm Chart</a>",https://github.com/alan-turing-institute/hub23-deploy/issues/41,"<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>",alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2019-08-21T15:09:22Z,2021-08-19T13:53:56Z,False,created
72,885,"<a href=""https://github.com/jupyterhub/repo2docker/pull/885"" rel=""noopener noreferrer"" target=""_blank"">[WIP] Pull the image given in CACHE_FROM argument</a>",https://github.com/jupyterhub/repo2docker/pull/885,"<a href=""https://github.com/jupyterhub/repo2docker"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/repo2docker</a>",jupyterhub/repo2docker,https://github.com/jupyterhub/repo2docker,2020-04-28T09:17:12Z,2021-08-06T12:54:55Z,True,created
73,17,"<a href=""https://github.com/Living-with-machines/deduplify/pull/17"" rel=""noopener noreferrer"" target=""_blank"">Enable restart of hash process and add informative progress bar</a>",https://github.com/Living-with-machines/deduplify/pull/17,"<a href=""https://github.com/Living-with-machines/deduplify"" rel=""noopener noreferrer"" target=""_blank"">Living-with-machines/deduplify</a>",Living-with-machines/deduplify,https://github.com/Living-with-machines/deduplify,2021-03-22T19:57:21Z,2021-05-26T13:35:39Z,True,created
74,1833,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1833"" rel=""noopener noreferrer"" target=""_blank"">Moving Zero-to-Binder into the book</a>",https://github.com/alan-turing-institute/the-turing-way/issues/1833,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2021-03-26T17:55:36Z,2021-05-24T12:24:35Z,False,created
75,701,"<a href=""https://github.com/jupyterhub/repo2docker/issues/701"" rel=""noopener noreferrer"" target=""_blank"">Make the names of r2d generated images more readable</a>",https://github.com/jupyterhub/repo2docker/issues/701,"<a href=""https://github.com/jupyterhub/repo2docker"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/repo2docker</a>",jupyterhub/repo2docker,https://github.com/jupyterhub/repo2docker,2019-06-05T15:13:25Z,2021-05-18T10:03:14Z,False,created
76,6,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/6"" rel=""noopener noreferrer"" target=""_blank"">Long-term storage/sharing of transcriptions</a>",https://github.com/sgibson91/open-practices-toolkit/issues/6,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:54Z,2021-05-10T15:02:57Z,False,created
77,8,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/8"" rel=""noopener noreferrer"" target=""_blank"">Collating transcriptions</a>",https://github.com/sgibson91/open-practices-toolkit/issues/8,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:56Z,2021-05-10T15:02:30Z,False,created
78,10,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/10"" rel=""noopener noreferrer"" target=""_blank"">Automated transcription</a>",https://github.com/sgibson91/open-practices-toolkit/issues/10,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:00Z,2021-05-10T15:01:58Z,False,created
79,11,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/11"" rel=""noopener noreferrer"" target=""_blank"">Recording (Zoom) interviews</a>",https://github.com/sgibson91/open-practices-toolkit/issues/11,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:01Z,2021-05-10T15:01:32Z,False,created
80,5,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/5"" rel=""noopener noreferrer"" target=""_blank"">Report generation: audience?</a>",https://github.com/sgibson91/open-practices-toolkit/issues/5,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:51Z,2021-05-10T14:58:17Z,False,created
81,13,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/13"" rel=""noopener noreferrer"" target=""_blank"">""Advertising""</a>",https://github.com/sgibson91/open-practices-toolkit/issues/13,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:04Z,2021-05-10T14:29:04Z,False,created
82,12,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/12"" rel=""noopener noreferrer"" target=""_blank"">Generalised survey</a>",https://github.com/sgibson91/open-practices-toolkit/issues/12,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:29:03Z,2021-05-10T14:29:03Z,False,created
83,9,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/9"" rel=""noopener noreferrer"" target=""_blank"">Storage of ephemeral results</a>",https://github.com/sgibson91/open-practices-toolkit/issues/9,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:58Z,2021-05-10T14:28:58Z,False,created
84,7,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/7"" rel=""noopener noreferrer"" target=""_blank"">Analysis of transcriptions</a>",https://github.com/sgibson91/open-practices-toolkit/issues/7,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:55Z,2021-05-10T14:28:56Z,False,created
85,4,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/4"" rel=""noopener noreferrer"" target=""_blank"">Scheduling Interviews</a>",https://github.com/sgibson91/open-practices-toolkit/issues/4,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:50Z,2021-05-10T14:28:50Z,False,created
86,3,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/3"" rel=""noopener noreferrer"" target=""_blank"">Compare/Contrast Community Values and Interactions</a>",https://github.com/sgibson91/open-practices-toolkit/issues/3,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:47Z,2021-05-10T14:28:47Z,False,created
87,2,"<a href=""https://github.com/sgibson91/open-practices-toolkit/issues/2"" rel=""noopener noreferrer"" target=""_blank"">Write a Data Management Plan</a>",https://github.com/sgibson91/open-practices-toolkit/issues/2,"<a href=""https://github.com/sgibson91/open-practices-toolkit"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/open-practices-toolkit</a>",sgibson91/open-practices-toolkit,https://github.com/sgibson91/open-practices-toolkit,2021-05-10T14:28:45Z,2021-05-10T14:28:45Z,False,created
88,7,"<a href=""https://github.com/sgibson91/toggl-track-toy/issues/7"" rel=""noopener noreferrer"" target=""_blank"">[BUG] black-nb does not run correctly in CI</a>",https://github.com/sgibson91/toggl-track-toy/issues/7,"<a href=""https://github.com/sgibson91/toggl-track-toy"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/toggl-track-toy</a>",sgibson91/toggl-track-toy,https://github.com/sgibson91/toggl-track-toy,2021-04-27T09:31:04Z,2021-04-27T09:32:09Z,False,created
89,19,"<a href=""https://github.com/Living-with-machines/deduplify/issues/19"" rel=""noopener noreferrer"" target=""_blank"">Refactor to write a database instead of json files?</a>",https://github.com/Living-with-machines/deduplify/issues/19,"<a href=""https://github.com/Living-with-machines/deduplify"" rel=""noopener noreferrer"" target=""_blank"">Living-with-machines/deduplify</a>",Living-with-machines/deduplify,https://github.com/Living-with-machines/deduplify,2021-04-23T09:41:11Z,2021-04-23T09:43:07Z,False,created
90,18,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/18"" rel=""noopener noreferrer"" target=""_blank"">Error message on Cloud Run deployment</a>",https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/18,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy-gke</a>",alan-turing-institute/binderhub-deploy-gke,https://github.com/alan-turing-institute/binderhub-deploy-gke,2019-09-07T15:21:55Z,2021-04-23T08:04:27Z,False,created
91,21,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/21"" rel=""noopener noreferrer"" target=""_blank"">Some useful links on Run in Cloud Shell</a>",https://github.com/alan-turing-institute/binderhub-deploy-gke/issues/21,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy-gke"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy-gke</a>",alan-turing-institute/binderhub-deploy-gke,https://github.com/alan-turing-institute/binderhub-deploy-gke,2019-09-26T08:17:30Z,2021-04-22T19:19:35Z,False,created
92,1851,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1851"" rel=""noopener noreferrer"" target=""_blank"">On-the-fly, personal curation of the book's content</a>",https://github.com/alan-turing-institute/the-turing-way/issues/1851,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2021-04-20T10:42:30Z,2021-04-20T10:42:30Z,False,created
93,14,"<a href=""https://github.com/research-dugnads/dugnads-hq/issues/14"" rel=""noopener noreferrer"" target=""_blank"">Are we happy with the current URL?</a>",https://github.com/research-dugnads/dugnads-hq/issues/14,"<a href=""https://github.com/research-dugnads/dugnads-hq"" rel=""noopener noreferrer"" target=""_blank"">research-dugnads/dugnads-hq</a>",research-dugnads/dugnads-hq,https://github.com/research-dugnads/dugnads-hq,2021-04-01T10:09:21Z,2021-04-01T13:29:38Z,False,created
94,24,"<a href=""https://github.com/research-dugnads/dugnads-hq/issues/24"" rel=""noopener noreferrer"" target=""_blank"">Create personae around the task list to make it more relatable</a>",https://github.com/research-dugnads/dugnads-hq/issues/24,"<a href=""https://github.com/research-dugnads/dugnads-hq"" rel=""noopener noreferrer"" target=""_blank"">research-dugnads/dugnads-hq</a>",research-dugnads/dugnads-hq,https://github.com/research-dugnads/dugnads-hq,2021-04-01T13:25:21Z,2021-04-01T13:27:24Z,False,created
95,23,"<a href=""https://github.com/research-dugnads/dugnads-hq/issues/23"" rel=""noopener noreferrer"" target=""_blank"">What goes into a template event repo?</a>",https://github.com/research-dugnads/dugnads-hq/issues/23,"<a href=""https://github.com/research-dugnads/dugnads-hq"" rel=""noopener noreferrer"" target=""_blank"">research-dugnads/dugnads-hq</a>",research-dugnads/dugnads-hq,https://github.com/research-dugnads/dugnads-hq,2021-04-01T12:38:59Z,2021-04-01T13:19:44Z,False,created
96,17,"<a href=""https://github.com/research-dugnads/dugnads-hq/issues/17"" rel=""noopener noreferrer"" target=""_blank"">Ran a Dugnad? Let us know!</a>",https://github.com/research-dugnads/dugnads-hq/issues/17,"<a href=""https://github.com/research-dugnads/dugnads-hq"" rel=""noopener noreferrer"" target=""_blank"">research-dugnads/dugnads-hq</a>",research-dugnads/dugnads-hq,https://github.com/research-dugnads/dugnads-hq,2021-04-01T11:02:06Z,2021-04-01T11:54:09Z,False,created
97,387,"<a href=""https://github.com/jupyterhub/team-compass/issues/387"" rel=""noopener noreferrer"" target=""_blank"">Our list of previous meetings is broken</a>",https://github.com/jupyterhub/team-compass/issues/387,"<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>",jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2021-03-19T10:49:56Z,2021-03-22T07:44:17Z,False,created
98,903,"<a href=""https://github.com/jupyterhub/repo2docker/issues/903"" rel=""noopener noreferrer"" target=""_blank"">The Julia version I request isn't the Julia version I get?</a>",https://github.com/jupyterhub/repo2docker/issues/903,"<a href=""https://github.com/jupyterhub/repo2docker"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/repo2docker</a>",jupyterhub/repo2docker,https://github.com/jupyterhub/repo2docker,2020-06-02T15:32:17Z,2021-03-12T09:30:53Z,False,created
99,1542,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1542"" rel=""noopener noreferrer"" target=""_blank"">Sphinx Redirects: A potentially useful tool!</a>",https://github.com/alan-turing-institute/the-turing-way/issues/1542,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2020-11-10T10:24:51Z,2021-02-26T09:12:57Z,False,created
100,126,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy/pull/126"" rel=""noopener noreferrer"" target=""_blank"">[WIP] Deploy ACR with Terraform</a>",https://github.com/alan-turing-institute/binderhub-deploy/pull/126,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy</a>",alan-turing-institute/binderhub-deploy,https://github.com/alan-turing-institute/binderhub-deploy,2021-01-20T12:56:40Z,2021-01-29T14:00:47Z,True,created
101,127,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy/pull/127"" rel=""noopener noreferrer"" target=""_blank"">[WIP] Updating some helm stuff</a>",https://github.com/alan-turing-institute/binderhub-deploy/pull/127,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy</a>",alan-turing-institute/binderhub-deploy,https://github.com/alan-turing-institute/binderhub-deploy,2021-01-20T14:05:24Z,2021-01-20T14:05:24Z,True,created
102,125,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy/pull/125"" rel=""noopener noreferrer"" target=""_blank"">[WIP] Convert to using terraform</a>",https://github.com/alan-turing-institute/binderhub-deploy/pull/125,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy</a>",alan-turing-institute/binderhub-deploy,https://github.com/alan-turing-institute/binderhub-deploy,2021-01-19T11:53:39Z,2021-01-19T15:17:52Z,True,created
103,1221,"<a href=""https://github.com/jupyterhub/binderhub/issues/1221"" rel=""noopener noreferrer"" target=""_blank"">Health endpoint of binderhub should still provide valid JSON when endpoint is unhealthy</a>",https://github.com/jupyterhub/binderhub/issues/1221,"<a href=""https://github.com/jupyterhub/binderhub"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/binderhub</a>",jupyterhub/binderhub,https://github.com/jupyterhub/binderhub,2020-12-03T15:22:34Z,2020-12-03T21:55:28Z,False,created
104,355,"<a href=""https://github.com/jupyterhub/team-compass/issues/355"" rel=""noopener noreferrer"" target=""_blank"">Security scanning of Turing Binder URLs</a>",https://github.com/jupyterhub/team-compass/issues/355,"<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>",jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2020-11-23T14:20:06Z,2020-11-24T15:58:19Z,False,created
105,98,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy/pull/98"" rel=""noopener noreferrer"" target=""_blank"">[DO NOT MERGE] Convert to Python</a>",https://github.com/alan-turing-institute/binderhub-deploy/pull/98,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy</a>",alan-turing-institute/binderhub-deploy,https://github.com/alan-turing-institute/binderhub-deploy,2020-06-22T16:07:35Z,2020-11-23T13:49:25Z,True,created
106,1005,"<a href=""https://github.com/alan-turing-institute/the-turing-way/issues/1005"" rel=""noopener noreferrer"" target=""_blank"">Chapter on Facilitating Collaborations at Remote Events</a>",https://github.com/alan-turing-institute/the-turing-way/issues/1005,"<a href=""https://github.com/alan-turing-institute/the-turing-way"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/the-turing-way</a>",alan-turing-institute/the-turing-way,https://github.com/alan-turing-institute/the-turing-way,2020-04-02T08:53:37Z,2020-11-13T12:54:34Z,False,created
107,109,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy/issues/109"" rel=""noopener noreferrer"" target=""_blank"">Use terraform to deploy infrastructure? </a>",https://github.com/alan-turing-institute/binderhub-deploy/issues/109,"<a href=""https://github.com/alan-turing-institute/binderhub-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/binderhub-deploy</a>",alan-turing-institute/binderhub-deploy,https://github.com/alan-turing-institute/binderhub-deploy,2020-11-02T17:29:56Z,2020-11-02T17:29:56Z,False,created
108,1165,"<a href=""https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1165"" rel=""noopener noreferrer"" target=""_blank"">Docs improvement | Step Zero: k8s on Azure docs</a>",https://github.com/jupyterhub/zero-to-jupyterhub-k8s/issues/1165,"<a href=""https://github.com/jupyterhub/zero-to-jupyterhub-k8s"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/zero-to-jupyterhub-k8s</a>",jupyterhub/zero-to-jupyterhub-k8s,https://github.com/jupyterhub/zero-to-jupyterhub-k8s,2019-02-27T12:12:29Z,2020-10-06T07:42:07Z,False,created
109,215,"<a href=""https://github.com/jupyterhub/team-compass/issues/215"" rel=""noopener noreferrer"" target=""_blank"">Hacktoberfest labels in repos to encourage contribution?</a>",https://github.com/jupyterhub/team-compass/issues/215,"<a href=""https://github.com/jupyterhub/team-compass"" rel=""noopener noreferrer"" target=""_blank"">jupyterhub/team-compass</a>",jupyterhub/team-compass,https://github.com/jupyterhub/team-compass,2019-10-08T12:38:59Z,2020-10-05T08:37:47Z,False,created
110,14,"<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/14"" rel=""noopener noreferrer"" target=""_blank"">Issues viewing Jupyter Book when built on mybinder.org</a>",https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/14,"<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way"" rel=""noopener noreferrer"" target=""_blank"">martinagvilas/tutorial-jupyterbook-with-turing-way</a>",martinagvilas/tutorial-jupyterbook-with-turing-way,https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way,2020-09-18T17:57:46Z,2020-10-03T16:33:13Z,False,created
111,58,"<a href=""https://github.com/alan-turing-institute/bridge-data-platform/issues/58"" rel=""noopener noreferrer"" target=""_blank"">TODO / ROADMAP</a>",https://github.com/alan-turing-institute/bridge-data-platform/issues/58,"<a href=""https://github.com/alan-turing-institute/bridge-data-platform"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/bridge-data-platform</a>",alan-turing-institute/bridge-data-platform,https://github.com/alan-turing-institute/bridge-data-platform,2020-04-21T12:55:33Z,2020-09-29T11:19:31Z,False,created
112,25,"<a href=""https://github.com/alan-turing-institute/bridge-data-platform/issues/25"" rel=""noopener noreferrer"" target=""_blank"">Migrate Authentication from GitHub to Azure Active Directory</a>",https://github.com/alan-turing-institute/bridge-data-platform/issues/25,"<a href=""https://github.com/alan-turing-institute/bridge-data-platform"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/bridge-data-platform</a>",alan-turing-institute/bridge-data-platform,https://github.com/alan-turing-institute/bridge-data-platform,2020-03-09T17:27:23Z,2020-09-28T10:39:36Z,False,created
113,28,"<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/28"" rel=""noopener noreferrer"" target=""_blank"">Create a gh-pages branch</a>",https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way/issues/28,"<a href=""https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way"" rel=""noopener noreferrer"" target=""_blank"">martinagvilas/tutorial-jupyterbook-with-turing-way</a>",martinagvilas/tutorial-jupyterbook-with-turing-way,https://github.com/martinagvilas/tutorial-jupyterbook-with-turing-way,2020-09-21T09:03:46Z,2020-09-21T09:04:30Z,False,created
114,6,"<a href=""https://github.com/Living-with-machines/deduplify/issues/6"" rel=""noopener noreferrer"" target=""_blank"">Restructure messy data too?</a>",https://github.com/Living-with-machines/deduplify/issues/6,"<a href=""https://github.com/Living-with-machines/deduplify"" rel=""noopener noreferrer"" target=""_blank"">Living-with-machines/deduplify</a>",Living-with-machines/deduplify,https://github.com/Living-with-machines/deduplify,2020-09-09T15:40:12Z,2020-09-10T20:13:03Z,False,created
115,9,"<a href=""https://github.com/Living-with-machines/deduplify/issues/9"" rel=""noopener noreferrer"" target=""_blank"">Incremental for versioning</a>",https://github.com/Living-with-machines/deduplify/issues/9,"<a href=""https://github.com/Living-with-machines/deduplify"" rel=""noopener noreferrer"" target=""_blank"">Living-with-machines/deduplify</a>",Living-with-machines/deduplify,https://github.com/Living-with-machines/deduplify,2020-09-10T19:50:21Z,2020-09-10T19:50:21Z,False,created
116,1,"<a href=""https://github.com/Living-with-machines/AzureAudit/pull/1"" rel=""noopener noreferrer"" target=""_blank"">Adding functions to audit storage and test them</a>",https://github.com/Living-with-machines/AzureAudit/pull/1,"<a href=""https://github.com/Living-with-machines/AzureAudit"" rel=""noopener noreferrer"" target=""_blank"">Living-with-machines/AzureAudit</a>",Living-with-machines/AzureAudit,https://github.com/Living-with-machines/AzureAudit,2020-08-07T14:34:09Z,2020-08-13T13:19:20Z,True,created
117,273,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/273"" rel=""noopener noreferrer"" target=""_blank"">[FEATURE] Access to private data</a>",https://github.com/alan-turing-institute/hub23-deploy/issues/273,"<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>",alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2020-07-30T12:31:14Z,2020-08-13T11:40:54Z,False,created
118,272,"<a href=""https://github.com/alan-turing-institute/hub23-deploy/issues/272"" rel=""noopener noreferrer"" target=""_blank"">[FEATURE] Users can access their own private repos</a>",https://github.com/alan-turing-institute/hub23-deploy/issues/272,"<a href=""https://github.com/alan-turing-institute/hub23-deploy"" rel=""noopener noreferrer"" target=""_blank"">alan-turing-institute/hub23-deploy</a>",alan-turing-institute/hub23-deploy,https://github.com/alan-turing-institute/hub23-deploy,2020-07-30T12:29:08Z,2020-07-30T12:37:49Z,False,created
119,4,"<a href=""https://github.com/sgibson91/ssi-fellowship/issues/4"" rel=""noopener noreferrer"" target=""_blank"">EuroPython 2020</a>",https://github.com/sgibson91/ssi-fellowship/issues/4,"<a href=""https://github.com/sgibson91/ssi-fellowship"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/ssi-fellowship</a>",sgibson91/ssi-fellowship,https://github.com/sgibson91/ssi-fellowship,2020-01-29T13:34:13Z,2020-07-22T15:03:25Z,False,created
120,5,"<a href=""https://github.com/sgibson91/ssi-fellowship/issues/5"" rel=""noopener noreferrer"" target=""_blank"">European R Users Meeting 2020</a>",https://github.com/sgibson91/ssi-fellowship/issues/5,"<a href=""https://github.com/sgibson91/ssi-fellowship"" rel=""noopener noreferrer"" target=""_blank"">sgibson91/ssi-fellowship</a>",sgibson91/ssi-fellowship,https://github.com/sgibson91/ssi-fellowship,2020-01-29T14:02:23Z,2020-07-22T15:03:16Z,False,created
